Wall time,Step,Value
1575872908.1580944,34634,64.10062408447266
1575872980.9525464,35519,112.96809387207031
1575873019.2196007,35989,161.00762939453125
1575873026.2503314,36073,88.63093566894531
1575873074.7193017,36666,136.68295288085938
1575873077.1481016,36696,92.85871887207031
1575873092.9707592,36887,108.81320190429688
1575873121.7323835,37239,131.16470336914062
1575873145.2043273,37527,86.09397888183594
1575873167.8881676,37802,71.45278930664062
1575873177.3538857,37914,200.54312133789062
1575873245.9905295,38759,109.11405944824219
1575873255.9279456,38879,115.57902526855469
1575873294.5012045,39336,84.80965423583984
1575873327.7272413,39742,130.27378845214844
1575873412.0643983,40761,171.32369995117188
1575873418.0843568,40834,68.85518646240234
1575873458.3126812,41312,131.17381286621094
1575873529.51884,42176,107.75564575195312
1575873557.1485317,42511,110.99480438232422
1575873653.787324,43683,62.97477340698242
1575873659.7310586,43755,67.9443130493164
1575873667.4085982,43849,101.00035858154297
1575873683.1599557,44037,114.57937622070312
1575873700.6294968,44244,131.92543029785156
1575873704.9077764,44295,130.63323974609375
1575873709.52819,44348,138.46664428710938
1575873751.2770061,44861,71.85273742675781
1575873763.5519166,45009,123.71695709228516
1575873797.548425,45418,106.86151885986328
1575873808.539624,45553,73.16389465332031
1575873821.0146494,45704,125.21302032470703
1575873877.5720737,46381,95.313720703125
1575873883.8664556,46460,128.7993927001953
1575873957.313342,47348,136.59878540039062
1575873993.8910391,47792,138.75640869140625
1575874012.4743898,48018,147.0814208984375
1575874029.9156158,48229,11.622788429260254
1575874119.915566,49321,90.34239196777344
1575874126.3006563,49401,90.81193542480469
1575874183.2057784,50106,152.9038543701172
1575874246.752109,50870,131.71372985839844
1575874273.2735486,51185,161.51211547851562
1575874281.1938803,51278,130.5178680419922
1575874327.9812932,51850,151.7745819091797
1575874400.2915623,52735,114.01034545898438
1575874418.746552,52959,77.9940185546875
1575874421.260381,52992,98.27919006347656
1575874433.9742017,53145,159.28225708007812
1575874465.6997378,53522,79.05058288574219
1575874497.4947243,53916,120.4049301147461
1575874575.4658928,54862,137.60650634765625
1575874700.8661315,56393,142.8924102783203
1575874716.1011353,56578,78.077880859375
1575874740.172812,56877,139.43399047851562
1575874895.8279595,58778,66.56842803955078
1575874898.1315567,58805,73.44188690185547
1575874899.581486,58822,128.91404724121094
1575874942.1026711,59323,149.38504028320312
1575875018.5738368,60239,152.11798095703125
1575875019.088972,60245,75.28694915771484
1575875043.3468132,60536,120.54141235351562
1575875186.9222422,62201,153.82875061035156
1575875222.1529772,62610,173.5546112060547
1575875316.1135166,63735,86.39488983154297
1575875386.8944905,64586,72.45523071289062
1575875416.9654937,64954,134.1835174560547
1575875479.2581186,65709,135.60302734375
1575875573.8121667,66854,118.46366119384766
1575875589.537449,67043,80.96221160888672
1575875593.3497667,67088,121.657958984375
1575875629.0517452,67507,157.39161682128906
1575875774.1600735,69254,174.44195556640625
1575875797.2706854,69524,145.15878295898438
1575875818.8834937,69789,142.8456573486328
1575875834.928218,69985,73.20490264892578
1575875881.5387554,70532,148.54953002929688
1575875891.2324262,70651,154.52621459960938
1575875897.4602625,70727,111.64598846435547
1575875925.0748222,71067,65.42931365966797
1575875960.461669,71499,71.95072937011719
1575875999.6739821,71978,72.70167541503906
1575876003.961985,72029,71.38292694091797
1575876005.7988966,72051,70.44056701660156
1575876008.555893,72084,40.332855224609375
1575876010.66096,72109,61.470603942871094
1575876032.5741606,72369,127.19962310791016
1575876067.6209948,72796,65.72023010253906
1575876090.696891,73082,67.07014465332031
1575876293.142399,75562,64.06471252441406
1575876353.940325,76294,134.5750274658203
1575876375.8504353,76558,134.42405700683594
1575876391.3671174,76750,146.9745330810547
1575876410.9302347,76983,8.795650482177734
1575876411.5093896,76990,137.1119842529297
1575876522.4121184,78286,130.16119384765625
1575876581.487746,78999,11.124297142028809
1575876585.6546502,79052,138.49012756347656
1575876588.335532,79084,65.81140899658203
1575876677.9370394,80180,159.3878631591797
1575876701.8320932,80470,136.3870086669922
1575876703.182843,80486,16.842443466186523
1575876720.7084777,80694,87.4425277709961
1575876751.8825476,81077,68.82830810546875
1575876753.5021377,81096,92.12344360351562
1575876899.2733862,82853,68.32122039794922
1575876940.5888798,83350,132.02549743652344
1575877033.6259105,84493,37.45119857788086
1575877049.163772,84686,79.0643081665039
1575877089.1585045,85174,128.7622528076172
1575877165.5224743,86100,147.97520446777344
1575877227.8369713,86867,126.28584289550781
1575877234.8207731,86952,92.30238342285156
1575877246.5897584,87095,113.5668716430664
1575877278.4073093,87480,104.31651306152344
1575877339.3902333,88225,80.4336166381836
1575877384.4844463,88763,91.15254974365234
1575877439.5914748,89436,131.0418701171875
1575877440.8413193,89452,65.67207336425781
1575877491.2326934,90063,33.70420837402344
1575877513.3831713,90327,125.54562377929688
1575877600.9550712,91391,115.90843200683594
1575877628.2781482,91715,80.83114624023438
1575877630.1832108,91739,71.0764389038086
1575877668.8109813,92212,61.87211608886719
1575877724.4318628,92881,70.28643798828125
1575877760.2124586,93316,64.58357238769531
1575877780.6657476,93564,92.97795867919922
1575877815.8310664,93995,69.78860473632812
1575877889.5684986,94879,112.10723114013672
1575877911.9983327,95152,89.82563018798828
1575877938.1449192,95472,92.81291198730469
1575877946.7103324,95575,113.95877838134766
1575878013.810961,96397,149.77890014648438
1575878032.7545164,96631,112.74632263183594
1575878138.8720078,97894,128.76235961914062
1575878154.258577,98084,138.0606689453125
1575878194.3359013,98572,64.48284912109375
1575878241.9549813,99154,37.53358840942383
1575878309.2304657,99984,84.19171905517578
1575878367.1951451,100689,142.0902862548828
1575878389.3136518,100959,60.4787712097168
1575878394.1413682,101018,66.9083480834961
1575878406.661596,101173,0.6452592015266418
1575878428.597221,101436,174.78062438964844
1575878477.1889133,102025,72.23201751708984
1575878478.8560076,102045,137.493408203125
1575878556.1353796,102983,109.96205139160156
1575878558.6283963,103014,82.72818756103516
1575878562.911596,103069,65.51093292236328
1575878565.8250933,103104,90.70269012451172
1575878566.6309521,103114,115.41864776611328
1575878607.5658612,103620,99.64398956298828
1575878642.3370526,104051,155.27406311035156
1575878668.5715475,104380,64.44244384765625
1575878673.361405,104438,122.56251525878906
1575878719.2970135,105001,70.32037353515625
1575878721.4734168,105029,68.24657440185547
1575878735.2470906,105198,79.66372680664062
1575878763.2548113,105539,130.1657257080078
1575878791.5063934,105880,118.57976531982422
1575878792.6560054,105894,82.6047134399414
1575878830.5966563,106373,68.30809020996094
1575878854.963053,106672,40.37824630737305
1575878958.4430811,107945,146.54840087890625
1575879017.8259888,108694,128.13229370117188
1575879075.734388,109410,172.7473602294922
1575879118.1463504,109932,79.54521179199219
1575879149.7899861,110334,83.85448455810547
1575879165.4183297,110528,130.85009765625
1575879183.788342,110751,126.76689147949219
1575879237.4469478,111434,67.72010803222656
1575879267.3697758,111809,127.35841369628906
1575879363.3473577,113015,111.80419921875
1575879396.2520392,113435,88.5132827758789
1575879430.6476254,113854,129.2477264404297
1575879449.6783247,114094,129.5752410888672
1575879474.4541504,114406,128.60324096679688
1575879538.8323545,115211,96.3714370727539
1575879571.099741,115621,156.36740112304688
1575879572.0742757,115633,74.70571899414062
1575879601.4415565,115994,67.77284240722656
1575879664.709681,116789,68.22693634033203
1575879667.7883635,116827,146.2818603515625
1575879673.5680974,116899,146.13768005371094
1575879694.5537186,117164,138.05125427246094
1575879741.503782,117752,127.3282699584961
1575879757.4422238,117943,124.55836486816406
1575879766.4654243,118059,65.57927703857422
1575879786.4213154,118308,9.168663024902344
1575879875.8168828,119421,138.30992126464844
1575880026.0054321,121313,89.87173461914062
1575880026.0834854,121314,140.89678955078125
1575880037.358788,121453,132.8199920654297
1575880043.103787,121524,70.94898223876953
1575880077.9238782,121956,103.06201171875
1575880106.5496032,122327,111.7433090209961
1575880138.6517541,122744,128.09579467773438
1575880139.5606318,122756,164.15988159179688
1575880173.301439,123191,116.11068725585938
1575880220.4876192,123789,144.30299377441406
1575880262.7570868,124321,70.23844146728516
1575880349.0384934,125415,147.71148681640625
1575880528.404938,127669,97.9421615600586
1575880536.2238708,127764,182.9916534423828
1575880655.8524399,129275,73.6701431274414
1575880669.0339005,129447,146.10704040527344
1575880675.9445899,129535,110.97248840332031
1575880683.4335253,129631,112.97418975830078
1575880729.3268094,130201,63.87173843383789
1575880856.2694578,131811,72.60651397705078
1575880860.4809842,131865,110.67404174804688
1575880871.576203,132007,114.31253814697266
1575880934.5141065,132808,133.095703125
1575881028.7289417,133993,65.63338470458984
1575881069.5141773,134510,144.91806030273438
1575881070.5402267,134523,65.81232452392578
1575881077.3263073,134608,120.6964340209961
1575881110.1525629,135011,124.01962280273438
1575881168.0384402,135750,81.54283142089844
1575881188.812327,136007,113.62113189697266
1575881215.4883645,136345,73.99095916748047
1575881252.09454,136809,174.94969177246094
1575881252.5188894,136814,161.2598419189453
1575881282.9628398,137192,135.92672729492188
1575881323.177874,137702,118.56999969482422
1575881432.4145231,139077,138.6201171875
1575881456.612299,139397,67.6934585571289
1575881467.8020267,139542,83.40480041503906
1575881471.4838886,139588,61.45335388183594
1575881513.812014,140115,81.43720245361328
1575881516.8989193,140155,149.4608154296875
1575881519.3029923,140185,74.50788116455078
1575881520.0818439,140195,129.44564819335938
1575881526.2225163,140271,55.71769332885742
1575881575.119234,140890,136.7663116455078
1575881594.7655997,141130,70.75758361816406
1575881613.3017442,141363,66.77965545654297
1575881666.6294692,142030,132.363525390625
1575881691.363781,142338,164.69456481933594
1575881691.4394865,142339,148.029296875
1575881735.7383676,142893,172.40147399902344
1575881747.198987,143034,164.7547607421875
1575881770.7794342,143329,66.63478088378906
1575881782.7903602,143485,12.590253829956055
1575881829.335095,144061,111.95518493652344
1575881854.198938,144370,166.7637939453125
1575881858.8367612,144429,140.6152801513672
1575881867.9354424,144548,144.72994995117188
1575882020.6170273,146458,117.2865982055664
1575882050.5828452,146842,122.99382781982422
1575882112.685951,147638,133.6907958984375
1575882168.0905387,148337,113.12028503417969
1575882196.075534,148694,40.74327087402344
1575882200.7660813,148752,95.12614440917969
1575882206.435896,148821,160.31927490234375
1575882206.7462246,148825,66.45780181884766
1575882267.0102417,149591,114.85135650634766
1575882285.987248,149832,93.11705017089844
1575882302.2967958,150035,36.25518798828125
1575882372.7915769,150908,160.1483154296875
1575882381.3989775,151013,66.05419158935547
1575882395.8558078,151192,101.5043716430664
1575882397.022541,151207,121.0857162475586
1575882399.8362594,151243,154.75221252441406
1575882403.092903,151284,119.36223602294922
1575882410.7335632,151378,124.8130874633789
1575882414.6101727,151427,154.35662841796875
1575882435.9965625,151694,127.62110137939453
1575882515.4569113,152675,120.5132827758789
1575882534.661551,152918,179.1606903076172
1575882727.0465887,155344,105.16020202636719
1575882757.6275096,155739,64.02657318115234
1575882768.75665,155875,162.55929565429688
1575882770.0075512,155890,114.27111053466797
1575882844.280073,156808,86.50618743896484
1575882876.1991732,157201,72.61783599853516
1575882877.6289525,157220,141.53543090820312
1575882882.796649,157287,125.26213836669922
1575882895.5849113,157448,131.67803955078125
1575882906.5941615,157587,62.97477340698242
1575882921.6103761,157780,67.68841552734375
1575883064.884805,159567,93.53287506103516
1575883094.353045,159938,65.74967193603516
1575883128.7294157,160362,169.1147918701172
1575883132.822149,160412,139.3237762451172
1575883147.265871,160584,90.71024322509766
1575883171.0017762,160868,147.04541015625
1575883207.8848019,161320,121.06950378417969
1575883210.1182096,161348,144.21437072753906
1575883224.030193,161525,68.468505859375
1575883272.573542,162111,75.2237548828125
1575883293.9463675,162368,136.8031463623047
1575883325.1427298,162745,76.67346954345703
1575883342.1768558,162951,109.59712219238281
1575883384.4555197,163459,143.20028686523438
1575883490.9498355,164786,69.1727523803711
1575883559.322856,165628,61.76176071166992
1575883570.196825,165762,165.3212432861328
1575883586.4680035,165965,71.53834533691406
1575883626.7354705,166464,93.14129638671875
1575883628.5310085,166487,110.25442504882812
1575883678.7568173,167113,77.4742202758789
1575883702.3133717,167401,77.24557495117188
1575883715.1055138,167563,149.2371063232422
1575883734.9884999,167811,72.89030456542969
1575883767.2403786,168204,122.60092163085938
1575883778.9177222,168348,150.32142639160156
1575883795.16419,168557,68.75406646728516
1575883821.4967594,168888,91.50872039794922
1575883870.175249,169492,62.221099853515625
1575883888.5252905,169723,136.97787475585938
1575883914.2873755,170042,69.0565185546875
1575883921.4847112,170132,152.59397888183594
1575883940.093684,170358,115.40382385253906
1575883964.7884245,170665,70.84334564208984
1575884025.310705,171383,133.59036254882812
1575884058.0283425,171791,112.69157409667969
1575884061.2471473,171830,134.34246826171875
1575884062.026102,171840,91.25252532958984
1575884125.1398864,172588,64.9455337524414
1575884171.64449,173144,124.83939361572266
1575884181.9432147,173265,145.43023681640625
1575884188.8561447,173346,164.0635986328125
1575884220.0596461,173729,94.95713806152344
1575884235.5179865,173918,106.90129089355469
1575884291.4661376,174588,161.6511993408203
1575884310.3795495,174821,69.06371307373047
1575884362.6156216,175448,135.2311248779297
1575884429.9018302,176256,85.49090576171875
1575884446.185427,176459,87.6615219116211
1575884470.6174803,176759,120.8426742553711
1575884560.77718,177862,139.39830017089844
1575884568.469343,177954,171.25160217285156
1575884603.2941325,178369,73.26611328125
1575884641.0671759,178839,151.9617156982422
1575884644.3498287,178879,113.19046020507812
1575884685.3406098,179374,139.0263671875
1575884749.1185462,180145,75.54769134521484
1575884778.3463683,180495,122.2315673828125
1575884838.8477988,181229,69.58263397216797
1575884839.258168,181233,130.549072265625
1575884843.4995058,181288,52.15530014038086
1575884872.0408123,181644,152.4062957763672
1575884886.265294,181817,85.22611999511719
1575884923.4582841,182268,91.72952270507812
1575884984.4888315,183017,129.50796508789062
1575884988.7463605,183071,129.48411560058594
1575884993.2388375,183126,84.35681915283203
1575884993.6505382,183131,105.24156951904297
1575885016.5211322,183406,140.644775390625
1575885020.5027568,183453,142.40089416503906
1575885020.6696725,183455,119.67272186279297
1575885037.840456,183669,146.19406127929688
1575885046.8982441,183781,123.05821990966797
1575885093.2591689,184332,123.53675842285156
1575885141.5557113,184929,151.408447265625
1575885166.7577164,185242,130.42845153808594
1575885245.3358586,186190,162.036865234375
1575885264.0037746,186417,148.69590759277344
1575885299.7900703,186874,70.67041015625
1575885301.8887753,186902,155.38626098632812
1575885332.6604884,187276,66.38420104980469
1575885336.7737832,187326,80.92167663574219
1575885373.691012,187787,92.11254119873047
1575885379.4757996,187861,1.8255298137664795
1575885400.3482723,188130,164.5224609375
1575885404.0806522,188176,69.40060424804688
1575885505.512527,189440,129.41229248046875
1575885506.086049,189447,124.99059295654297
1575885511.1080658,189511,109.28990936279297
1575885559.7325594,190122,164.34645080566406
1575885592.583646,190528,124.93582153320312
1575885600.6915984,190632,97.45832824707031
1575885743.725693,192406,136.0745849609375
1575885934.802542,194815,112.04545593261719
1575885988.370886,195491,122.30441284179688
1575885996.5266333,195595,159.97225952148438
1575886013.6839774,195814,136.6886444091797
1575886082.8606775,196692,51.837100982666016
1575886100.8514364,196922,66.87522888183594
1575886105.0000741,196972,65.78296661376953
1575886219.2158341,198398,90.16629791259766
1575886272.8501365,199049,154.55015563964844
1575886273.2047737,199053,147.38833618164062
1575886308.6359653,199485,151.5513916015625
1575886338.8730893,199861,77.2901611328125
1575886383.2434638,200410,108.20622253417969
1575886387.880521,200465,164.12747192382812
1575886479.4050205,201602,88.19820404052734
1575886509.6814988,201986,62.618446350097656
1575886520.933389,202121,106.86612701416016
1575886556.3725,202544,135.60943603515625
1575886565.8786223,202664,134.47381591796875
1575886606.7978706,203171,69.75431823730469
1575886752.2632468,204957,136.0043487548828
1575886807.8162525,205637,90.585693359375
1575886861.1423485,206315,123.08879852294922
1575886936.5726902,207256,129.65859985351562
1575886982.2022877,207816,89.16577911376953
1575887040.6478164,208542,74.51615142822266
1575887073.8946142,208956,109.40357971191406
1575887088.6550548,209142,78.86088562011719
1575887126.603683,209620,61.26653289794922
1575887172.147769,210197,67.2496337890625
1575887188.6343956,210400,149.5254364013672
1575887273.218822,211451,158.9781036376953
1575887309.4747314,211907,156.6811065673828
1575887421.596125,213311,122.01889038085938
1575887427.9386902,213388,64.8294677734375
1575887483.387426,214080,89.82674407958984
1575887500.9471536,214298,67.88677215576172
1575887503.8023205,214333,151.54953002929688
1575887542.4843447,214824,105.73271179199219
1575887551.8081303,214941,142.16610717773438
1575887600.044735,215544,88.4323959350586
1575887649.2396173,216168,94.81359100341797
1575887654.7846708,216238,144.031005859375
1575887657.0631824,216267,68.54415893554688
1575887768.4781826,217668,137.80320739746094
1575887788.1975923,217918,130.6580047607422
1575887801.5516496,218084,137.88365173339844
1575887829.4786015,218437,150.52423095703125
1575887831.3091362,218460,145.5193328857422
1575887933.8229976,219732,106.96478271484375
1575887957.0949333,220009,65.25050354003906
1575887963.184925,220080,92.29334259033203
1575887997.8832726,220484,174.78819274902344
1575888035.8947728,220941,146.32107543945312
1575888045.428206,221057,143.50289916992188
1575888081.8381736,221490,187.9003143310547
1575888137.053107,222169,65.33795166015625
1575888145.0093496,222265,68.29900360107422
1575888268.0976465,223759,102.97918701171875
1575888373.5817723,225069,145.5675506591797
1575888403.0002396,225428,162.99049377441406
1575888487.0261366,226472,117.80274963378906
1575888494.8550224,226570,133.05410766601562
1575888495.8987942,226582,147.85789489746094
1575888515.7302887,226821,160.5217742919922
1575888581.0195856,227637,143.4154815673828
1575888625.5156765,228192,84.46842193603516
1575888625.6910777,228194,62.618446350097656
1575888641.8402824,228398,84.29387664794922
1575888675.9866445,228810,141.95127868652344
1575888676.2522998,228813,139.79266357421875
1575888710.414512,229227,62.48189163208008
1575888736.490153,229518,83.71661376953125
1575888750.1164436,229672,56.55656051635742
1575888761.7369568,229801,62.89902877807617
1575888793.2850244,230166,67.66771697998047
1575888819.4482522,230472,109.19165802001953
1575888885.4185321,231253,139.06581115722656
1575888970.2671456,232291,158.5654754638672
1575888979.680862,232405,62.680538177490234
1575888981.1790473,232423,98.51734161376953
1575889001.8791456,232666,104.93865203857422
1575889084.1695595,233702,33.403663635253906
1575889085.467547,233717,62.834861755371094
1575889098.3491325,233865,111.97257995605469
1575889113.0283303,234042,141.5889434814453
1575889123.7183442,234170,60.58434295654297
1575889167.0069473,234691,151.0585479736328
1575889203.2104342,235151,118.73857879638672
1575889214.8274307,235293,147.17672729492188
1575889227.6050935,235449,113.23358154296875
1575889235.2950134,235543,108.84471130371094
1575889356.9053032,236974,139.6772918701172
1575889370.3899944,237142,133.66539001464844
1575889463.916019,238284,55.0898551940918
1575889484.9089034,238542,77.86861419677734
1575889510.683369,238852,61.37897491455078
1575889526.7853854,239052,138.65699768066406
1575889569.9711215,239576,129.83773803710938
1575889630.4153967,240333,140.2978973388672
1575889746.3861444,241771,150.0482635498047
1575889754.3389645,241869,149.27838134765625
1575889788.8577116,242305,65.34369659423828
1575889812.736848,242582,84.30208587646484
1575889911.8882475,243813,150.75628662109375
1575890015.742184,245144,133.11378479003906
1575890080.9745276,245959,116.65047454833984
1575890107.299925,246295,109.17420196533203
1575890177.6277478,247185,176.97430419921875
1575890224.093792,247753,68.45195770263672
1575890234.3636656,247880,136.94189453125
1575890239.0660675,247940,145.45291137695312
1575890286.6865888,248539,150.93704223632812
1575890298.038242,248682,176.1092529296875
1575890340.6673367,249208,99.42546081542969
1575890346.8684392,249287,112.45304870605469
1575890398.621036,249924,124.4334716796875
1575890426.3567784,250273,70.69624328613281
1575890427.9337418,250293,134.55731201171875
1575890443.7667742,250491,63.637855529785156
1575890494.2537675,251119,107.35116577148438
1575890520.3279364,251445,146.16455078125
1575890530.3429346,251569,67.44888305664062
1575890560.9564202,251945,154.37840270996094
1575890569.1167092,252047,117.87690734863281
1575890570.1458642,252060,94.7515869140625
1575890590.3823414,252317,64.22228240966797
1575890612.3374257,252590,69.49705505371094
1575890631.284483,252836,137.207763671875
1575890661.5523307,253215,99.19879150390625
1575890680.8826978,253452,104.42779541015625
1575890699.903568,253691,104.85981750488281
1575890768.507657,254547,64.94082641601562
1575890778.9515781,254675,101.14468383789062
1575890793.333229,254854,127.75328826904297
1575890800.3531635,254943,88.25749206542969
1575890861.5753944,255716,150.22125244140625
1575890904.4755714,256250,62.275089263916016
1575890964.2791748,256985,152.55906677246094
1575890981.72614,257201,113.67008209228516
1575891073.1266122,258319,110.76763153076172
1575891084.9732242,258464,129.52337646484375
1575891096.6032405,258607,107.05817413330078
1575891101.3582432,258663,114.02413177490234
1575891114.6528587,258825,150.21139526367188
1575891146.67391,259217,108.43765258789062
1575891159.1240563,259369,68.6630859375
1575891160.0136187,259380,128.44570922851562
1575891209.150928,259994,63.80197525024414
1575891231.6743402,260272,120.98587799072266
1575891233.4247684,260294,91.31788635253906
1575891247.5868201,260470,133.03831481933594
1575891273.619228,260790,80.25419616699219
1575891307.4713297,261213,135.5509796142578
1575891415.7449746,262586,65.19728088378906
1575891430.6777296,262773,148.984130859375
1575891431.865698,262788,155.74485778808594
1575891437.5819361,262859,131.68264770507812
1575891458.2747848,263115,68.96668243408203
1575891458.9728596,263125,130.33543395996094
1575891493.3050013,263562,164.48504638671875
1575891545.2405696,264210,166.8463134765625
1575891566.0553112,264475,131.5390167236328
1575891625.6214404,265224,98.32215118408203
1575891650.5028613,265536,92.07867431640625
1575891676.2346294,265865,166.6681671142578
1575891683.5721982,265958,40.47019958496094
1575891717.2111173,266389,84.04444885253906
1575891760.552548,266923,152.1007843017578
1575891801.0504303,267426,161.3197784423828
1575891840.4930606,267909,156.10308837890625
1575891840.9947398,267915,64.52660369873047
1575891853.752907,268072,129.2523193359375
1575891853.9207969,268074,162.5784912109375
1575891861.1015832,268164,102.7490234375
1575891924.0389392,268954,102.46460723876953
1575891926.3980823,268983,52.702022552490234
1575891970.482985,269540,149.53382873535156
1575892056.0939822,270610,137.37391662597656
1575892076.8675492,270862,147.0345458984375
1575892098.4819975,271130,60.082218170166016
1575892113.6217902,271322,60.08933639526367
1575892124.041565,271455,102.30155181884766
1575892154.2031608,271826,63.56148147583008
1575892195.934342,272344,61.77061080932617
1575892217.6198826,272615,122.19644165039062
1575892250.544939,273022,133.95199584960938
1575892265.728899,273210,164.37619018554688
1575892333.3493664,274055,120.03193664550781
1575892461.3625689,275676,142.4591522216797
1575892461.5961764,275679,125.49967193603516
1575892471.4297369,275800,104.66185760498047
1575892569.6768038,277042,52.83084487915039
1575892623.1632411,277715,63.083465576171875
1575892727.4921706,279024,99.29368591308594
1575892738.218127,279156,125.43070983886719
1575892751.7588727,279326,73.89755249023438
1575892785.491449,279750,73.57898712158203
1575892786.2845707,279759,95.82010650634766
1575892787.9398725,279779,81.93167114257812
1575892819.1888342,280168,132.6234130859375
1575892863.735133,280732,61.30968475341797
1575892876.4145358,280897,63.27778625488281
1575892898.856146,281183,115.8707046508789
1575892927.8077116,281557,119.68023681640625
1575892948.5524993,281816,123.01775360107422
1575892961.9671888,281982,85.42333984375
1575893002.411913,282510,76.71287536621094
1575893035.9402761,282931,147.78842163085938
1575893120.8707972,283988,160.1894989013672
1575893168.3752134,284586,135.4697723388672
1575893214.7749557,285169,68.3980712890625
1575893266.0610259,285821,65.21994018554688
1575893319.6142657,286496,141.57510375976562
1575893321.3965273,286519,108.1659164428711
1575893358.8482816,286988,147.4239501953125
1575893393.779489,287421,138.2042999267578
1575893394.4106612,287429,59.79059600830078
1575893413.7222972,287672,137.12786865234375
1575893522.0253704,289047,149.7279052734375
1575893536.1222038,289224,87.01138305664062
1575893539.0582197,289261,105.50251007080078
1575893560.7084596,289540,62.54531478881836
1575893569.544796,289652,141.0022735595703
1575893618.0101626,290273,150.88658142089844
1575893683.649165,291105,136.5125732421875
1575893835.5467346,293050,149.3131866455078
1575893856.1561775,293308,58.044525146484375
1575893920.4478858,294118,156.2906951904297
1575893934.3758295,294293,67.69376373291016
1575894046.6522245,295702,132.66949462890625
1575894060.0383227,295867,154.64418029785156
1575894164.6531768,297176,125.92662048339844
1575894189.164498,297481,73.1336669921875
1575894198.2144454,297595,150.71258544921875
1575894282.3895822,298648,138.38270568847656
1575894287.2850451,298710,80.27804565429688
1575894347.5456297,299466,163.5360107421875
1575894372.477648,299783,103.64623260498047
1575894377.4998047,299846,120.99727630615234
1575894469.2686322,301013,74.47598266601562
1575894479.3765454,301132,69.12569427490234
